MS SubClass,Lot Frontage,Street,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Enclosed Porch,Screen Porch,Pool QC,Fence,Mo Sold,Yr Sold,SalePrice,House_Age,Remod_Age,Total_SF,Total_Bathrooms,Has_Screen_Porch,Has_Enclosed_Porch,Lot Area_log,Open Porch SF_log,Neighborhood_Tier,Is_GasA,Is_CompShg,Is_Normal_Cond1,Is_Normal_Cond2,Has_Misc_Feature,MS Zoning_FV,MS Zoning_Other,MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Alley_No Alley Access,Alley_Pave,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_Inside,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1Story,House Style_2Story,House Style_Other,House Style_SFoyer,House Style_SLvl,Roof Style_Hip,Roof Style_Other,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Other,Exterior 1st_Plywood,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_MetalSd,Exterior 2nd_Other,Exterior 2nd_Plywood,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Other,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtFin Type 2_BLQ,BsmtFin Type 2_GLQ,BsmtFin Type 2_LwQ,BsmtFin Type 2_No Basement,BsmtFin Type 2_Rec,BsmtFin Type 2_Unf,Electrical_FuseF,Electrical_Other,Electrical_SBrkr,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_No Garage,Sale Type_ConLD,Sale Type_New,Sale Type_Other,Sale Type_WD ,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial
85,85.0,1,4,4,3,7,6,1974,1974.0,81.0,3,3,4,3,4,6,885.0,0.0,1053.0,3,1,1173,0,1173,1.0,0.0,2,0,3,1,4,6,8,2,3,1974.0,2,2.0,528.0,3,3,2,0,0,0,0,3,1,2010.0,170000,36.0,36.0,2226.0,3.0,0,0,9.271059107010888,4.795790545596741,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
60,72.0,1,4,4,3,7,5,2000,2000.0,0.0,4,3,4,3,1,6,533.0,281.0,814.0,5,1,814,860,1674,1.0,0.0,2,1,3,1,4,7,8,0,0,2000.0,2,2.0,663.0,3,3,2,0,0,0,0,0,1,2010.0,216000,10.0,10.0,2488.0,3.5,0,0,8.922791623969637,4.574710978503383,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,53.0,1,3,4,3,6,7,1970,1970.0,180.0,3,3,3,3,1,5,578.0,426.0,1004.0,5,1,1004,0,1004,1.0,0.0,1,0,2,1,3,5,8,1,3,1970.0,3,2.0,480.0,3,3,2,0,0,0,0,0,3,2010.0,149000,40.0,40.0,2008.0,2.0,0,0,9.32741204356202,0.0,2,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,53.0,1,3,4,3,5,6,1971,2008.0,0.0,3,3,3,3,1,6,734.0,344.0,1078.0,5,1,1078,0,1078,1.0,0.0,1,1,3,1,3,6,8,1,2,1971.0,3,2.0,500.0,3,3,2,0,0,0,0,0,4,2010.0,149900,39.0,2.0,2156.0,2.5,0,0,9.436519311833914,0.0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,65.0,1,4,4,3,5,6,1968,1968.0,0.0,3,3,3,3,1,4,775.0,281.0,1056.0,5,1,1056,0,1056,1.0,0.0,1,0,3,1,3,6,8,1,2,1968.0,1,1.0,304.0,3,3,2,0,184,0,0,0,7,2010.0,142000,42.0,42.0,2112.0,2.0,0,1,9.042040056544483,4.454347296253507,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,70.0,1,4,4,3,4,5,1970,1970.0,0.0,3,3,3,3,1,5,804.0,0.0,882.0,3,1,882,0,882,1.0,0.0,1,0,2,1,3,4,8,0,0,1970.0,3,2.0,525.0,3,3,2,240,0,0,0,3,4,2010.0,126000,40.0,40.0,1764.0,2.0,0,0,9.036106025364846,0.0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,70.0,1,4,4,3,4,5,1971,1971.0,0.0,3,3,3,3,1,5,432.0,432.0,864.0,3,1,864,0,864,0.0,0.0,1,0,3,1,3,5,8,1,1,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,4,2010.0,115000,39.0,39.0,1728.0,1.0,0,0,9.259225769705994,0.0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
120,26.0,1,3,4,3,7,5,1999,1999.0,0.0,4,3,4,3,1,6,1051.0,354.0,1405.0,5,1,1337,0,1337,1.0,0.0,2,0,2,1,4,5,8,1,2,1999.0,3,2.0,511.0,3,3,2,203,0,0,0,0,6,2010.0,184000,11.0,11.0,2742.0,3.0,0,0,8.675734219544788,4.23410650459726,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
160,21.0,1,4,4,3,6,5,1971,1971.0,504.0,3,3,3,3,1,3,156.0,327.0,483.0,3,1,483,504,987,0.0,0.0,1,1,2,1,3,5,8,0,0,1971.0,1,1.0,264.0,3,3,2,275,0,0,0,0,2,2010.0,96000,39.0,39.0,1470.0,1.5,0,0,7.427144133408616,0.0,3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
160,21.0,1,4,4,3,5,5,1971,1971.0,492.0,3,3,3,3,1,3,300.0,225.0,525.0,3,1,525,567,1092,0.0,0.0,1,1,3,1,3,6,8,0,0,1997.0,1,1.0,320.0,3,3,2,0,0,0,0,0,3,2010.0,105500,39.0,39.0,1617.0,1.5,0,0,7.427144133408616,0.0,3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
160,21.0,1,4,4,3,6,5,1971,1971.0,381.0,3,3,3,3,1,1,0.0,525.0,525.0,3,1,525,567,1092,0.0,0.0,1,1,3,1,3,6,8,0,0,1971.0,1,1.0,264.0,3,3,2,0,0,0,0,0,3,2010.0,88000,39.0,39.0,1617.0,1.5,0,0,7.427144133408616,0.0,3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
120,53.0,1,4,4,3,6,5,1977,1977.0,0.0,3,3,4,3,1,5,360.0,709.0,1069.0,3,1,1069,0,1069,0.0,0.0,2,0,2,1,3,4,8,1,2,1977.0,2,2.0,440.0,3,3,2,0,0,165,0,0,7,2010.0,127500,33.0,33.0,2138.0,2.0,1,0,8.304989580140361,4.02535169073515,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
160,24.0,1,4,4,3,6,6,1975,1975.0,0.0,3,3,3,3,1,5,514.0,341.0,855.0,3,1,855,601,1456,0.0,0.0,2,1,3,1,4,6,8,1,3,1975.0,1,2.0,440.0,3,3,2,173,0,0,0,0,6,2010.0,149900,35.0,35.0,2311.0,2.5,0,0,7.732369222284388,0.0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
